SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents
1,32,0,0.0,0,0,5166.0,0.0
1,38,0,5.0,0,0,5166.0,0.0
0,29,4,0.29201900000000003,0,0,3307.0,2.0
0,48,1,0.344889,0,0,7845.0,0.0
0,48,0,2615.0,0,0,5166.0,0.0
1,62,1,1.5517040000000002,2,3,1701.0,0.0
0,35,0,0.374525,0,0,5000.0,2.0
0,42,0,0.413554,0,0,4765.0,2.0
0,44,0,0.102849,0,0,12600.0,1.0
0,73,0,595.0,0,0,5166.0,0.0
0,47,0,0.9128350000000001,0,0,2500.0,3.0
1,28,0,726.0,0,0,5166.0,0.0
0,64,0,649.0,0,0,5166.0,0.0
0,37,0,0.47581,0,0,2500.0,1.0
1,44,7,0.305508,1,2,12182.0,5.0
0,50,0,0.0,0,0,5166.0,0.0
0,42,0,0.164951,0,0,3400.0,1.0
1,47,2,0.296784,1,0,6000.0,2.0
0,60,0,0.43537700000000007,0,0,5268.0,0.0
1,29,0,0.282265,2,0,1200.0,1.0
1,40,0,0.264368,0,0,5828.0,1.0
0,38,0,2824.0,0,0,5166.0,0.0
0,66,0,6049.0,0,0,5166.0,0.0
0,61,0,0.288571,0,0,20999.0,1.0
0,66,0,0.623675,0,0,5000.0,1.0
1,27,2,0.115818,0,0,4083.0,0.0
0,34,0,0.766117,0,0,2000.0,0.0
0,33,3,0.9522459999999999,2,1,2114.0,0.0
0,31,1,75.0,0,0,5166.0,0.0
1,72,0,0.687671,0,0,4760.0,0.0
0,46,1,426.0,0,1,5166.0,2.0
0,64,0,0.862124,0,0,630.0,0.0
1,61,0,0.306089,0,0,14583.0,0.0
1,29,0,0.075434,2,0,2531.0,1.0
0,43,0,0.216919,0,0,8924.0,0.0
1,61,1,0.734783,4,0,5240.0,0.0
1,61,0,0.744095,0,1,8975.0,0.0
0,62,0,0.050713999999999995,0,0,1399.0,0.0
0,52,0,70.0,0,0,5166.0,0.0
0,31,0,0.0,0,1,6500.0,0.0
0,28,0,0.095124,1,1,1250.0,0.0
0,64,0,0.614396,0,0,3500.0,0.0
0,44,0,0.304246,0,0,6428.0,1.0
0,22,0,0.20566199999999998,0,0,1200.0,0.0
0,79,0,0.0,0,0,4000.0,0.0
0,59,0,730.0,0,0,5166.0,0.0
0,88,0,0.011789,0,0,1950.0,0.0
1,32,0,0.568232,0,0,3172.0,1.0
0,30,0,0.22849,0,0,2800.0,0.0
0,45,1,0.028832,0,0,5583.0,2.0
1,44,0,1340.0,1,0,5166.0,2.0
0,35,0,0.0,0,0,2666.0,0.0
0,58,1,1.780311,0,1,20000.0,0.0
0,68,0,0.09979500000000001,0,0,3416.0,0.0
0,41,1,0.343543,0,0,9500.0,4.0
0,78,0,0.00602,0,0,5481.0,0.0
1,37,1,0.193181,3,2,10000.0,0.0
1,47,2,0.515281,0,1,3500.0,0.0
1,33,0,4.049980000000001,0,0,2500.0,1.0
0,63,0,0.12120299999999999,0,0,9974.0,1.0
1,49,0,0.233994,3,2,5700.0,5.0
0,50,0,0.1058,0,0,2844.0,2.0
0,39,0,0.492154,0,0,7200.0,3.0
0,62,0,0.193679,0,0,3701.0,0.0
1,28,0,0.261956,0,2,6000.0,0.0
1,55,5,0.332385,0,0,11946.0,1.0
0,74,0,36.0,0,0,5166.0,0.0
1,29,4,0.403624,1,1,3200.0,0.0
0,57,1,0.6127739999999999,0,0,8955.0,2.0
1,26,0,0.333467,2,0,2500.0,1.0
1,41,0,0.051985,0,0,3500.0,0.0
0,30,0,103.0,0,0,5166.0,2.0
1,54,1,0.08676299999999999,0,1,4033.0,1.0
1,59,0,0.08956499999999999,0,0,4666.0,0.0
1,49,0,202.0,0,0,5166.0,0.0
0,64,0,0.1399,0,0,1400.0,0.0
0,62,0,4.0,0,0,5166.0,0.0
0,47,1,0.340951,0,0,7000.0,0.0
0,29,0,0.008626,0,0,5332.0,0.0
0,39,0,0.17774600000000002,0,0,12500.0,1.0
1,56,1,0.5111319999999999,0,0,7500.0,4.0
0,39,0,0.083174,0,0,3666.0,1.0
1,37,0,0.139192,5,2,3117.0,1.0
0,56,0,0.065438,0,0,4232.0,0.0
1,64,2,0.171123,0,0,4300.0,0.0
1,53,1,0.8349770000000001,0,0,3750.0,1.0
1,49,1,0.227059,0,0,2342.0,0.0
0,76,0,0.47721800000000003,0,0,7000.0,1.0
0,52,0,0.079137,0,0,8200.0,2.0
0,72,0,0.0,0,0,4860.0,0.0
1,31,0,0.641213,0,0,9166.0,1.0
0,52,0,509.0,0,0,5166.0,0.0
1,58,0,0.33295399999999997,0,0,7901.0,0.0
0,65,2,0.627,0,0,6125.0,0.0
1,36,0,0.367272,2,1,3800.0,2.0
0,48,0,0.08514,0,0,85000.0,3.0
1,28,2,0.314166,1,0,2625.0,0.0
1,64,1,2227.0,1,1,5166.0,0.0
0,53,0,0.48542399999999997,0,0,8060.0,5.0
0,60,0,3329.0,0,0,5166.0,0.0
0,73,0,0.117101,0,0,2800.0,0.0
0,75,1,4202.0,0,1,5166.0,0.0
1,44,0,0.285884,0,0,4200.0,3.0
0,90,1,0.00607,0,0,7083.0,1.0
1,57,1,1954.0,0,1,5166.0,2.0
1,45,0,0.282912,0,0,6167.0,0.0
0,57,0,0.47981499999999994,0,0,1733.0,2.0
1,38,0,0.385472,0,0,14000.0,3.0
1,49,3,0.45762700000000006,0,0,7374.0,1.0
0,82,0,5.0,0,0,5166.0,0.0
0,34,0,0.128748,0,0,1700.0,0.0
0,50,0,0.374576,0,0,11500.0,1.0
1,59,1,11231.0,0,0,5166.0,0.0
0,52,0,0.183563,0,0,5000.0,1.0
0,81,0,0.161355,0,0,8000.0,0.0
0,43,0,0.366525,0,0,5633.0,1.0
0,49,0,5443.0,0,1,5166.0,0.0
0,32,0,0.235933,0,0,3500.0,0.0
0,49,0,0.18867899999999999,0,0,900.0,2.0
0,58,0,0.46751400000000004,0,0,4878.0,0.0
0,37,0,0.161888,0,0,6800.0,3.0
0,65,0,8945.0,0,0,5166.0,0.0
0,82,0,1185.0,0,0,5166.0,0.0
0,33,0,0.334894,0,0,3630.0,1.0
0,72,0,0.585739,0,0,5300.0,1.0
0,69,0,0.39116,0,0,7827.0,0.0
0,53,0,2315.0,0,0,5166.0,1.0
0,60,0,0.553207,0,0,7000.0,2.0
0,62,0,0.046423,0,0,8400.0,1.0
0,38,0,0.655672,0,0,2000.0,2.0
0,59,0,0.534718,0,0,7416.0,2.0
1,34,0,0.24478699999999998,0,0,3500.0,1.0
0,43,0,0.812923,0,0,5323.0,3.0
0,43,0,0.28479499999999996,0,0,16000.0,2.0
1,48,0,0.0043100000000000005,0,0,2783.0,1.0
0,40,1,0.9191889999999999,0,0,3600.0,0.0
0,41,0,42.0,0,0,5166.0,2.0
1,35,5,0.147558,2,0,3950.0,1.0
1,50,0,0.256567,1,0,10468.0,2.0
1,39,0,0.55086,0,0,7500.0,2.0
0,45,0,0.00822,0,0,4500.0,0.0
1,51,0,0.517897,1,0,5782.0,0.0
1,43,1,0.339036,1,1,4500.0,2.0
0,48,0,1840.0,0,0,5166.0,0.0
0,54,0,0.219773,0,0,12066.0,2.0
1,63,2,0.27341,4,3,9322.0,0.0
0,36,1,236.0,0,0,5166.0,2.0
1,47,1,0.383302,0,0,6910.0,0.0
1,62,0,0.49395100000000003,0,0,1900.0,0.0
0,66,0,6.0,0,0,5166.0,0.0
0,70,0,0.009498000000000001,0,0,6000.0,0.0
0,71,0,0.5189590000000001,0,0,5300.0,0.0
0,46,0,1.288347,0,0,3200.0,1.0
0,74,0,853.0,0,0,5166.0,0.0
0,37,0,0.36096999999999996,0,0,3750.0,0.0
0,60,0,0.13586199999999998,0,0,5166.0,0.0
0,54,1,0.543513,0,0,4400.0,0.0
1,54,2,0.605453,0,0,8325.0,0.0
0,52,0,0.19652999999999998,0,0,6166.0,1.0
0,43,0,0.0025570000000000002,0,0,428250.0,1.0
1,45,1,684.0,0,0,5166.0,0.0
0,38,0,2107.0,0,0,5166.0,0.0
0,53,0,0.14543599999999998,0,0,7033.0,1.0
0,57,0,0.13914300000000002,0,0,6000.0,0.0
1,40,0,0.170954,0,0,6802.0,0.0
0,41,0,0.146668,0,0,7833.0,2.0
1,46,3,1.1035629999999998,1,1,3900.0,3.0
0,42,0,0.027091000000000004,0,0,65001.0,2.0
0,70,0,51.0,0,0,5166.0,0.0
0,37,0,0.42829300000000003,0,0,1540.0,2.0
0,81,0,0.07882,0,0,6000.0,0.0
0,57,0,0.0,0,0,5166.0,1.0
0,39,0,1687.0,0,0,5166.0,0.0
0,48,0,6636.0,0,0,5166.0,0.0
0,66,0,846.0,0,0,5166.0,0.0
1,34,1,0.007498,0,0,3200.0,4.0
0,54,0,0.224555,0,1,5000.0,1.0
0,60,0,0.339248,0,0,7495.0,0.0
0,27,0,0.049417,0,0,1800.0,1.0
0,49,1,0.499914,0,0,5784.0,0.0
0,53,0,0.956522,0,0,3334.0,1.0
1,38,1,0.5076609999999999,1,0,5416.0,0.0
1,72,0,1.627486,0,0,1105.0,0.0
0,47,0,0.431325,0,0,12500.0,4.0
0,63,0,0.015746,0,0,4000.0,0.0
1,32,0,5.0,0,0,5166.0,0.0
0,42,0,0.638691,0,0,5468.0,0.0
0,35,0,0.20660900000000001,0,0,3600.0,0.0
0,50,0,0.189048,0,0,4400.0,0.0
0,46,0,2885.0,0,0,5166.0,0.0
0,65,0,0.001111,0,0,21600.0,2.0
0,54,0,0.200574,0,0,5578.0,1.0
1,46,4,0.532482,1,0,1800.0,0.0
0,33,0,0.366379,0,0,11700.0,1.0
0,44,0,1470.0,0,0,5166.0,0.0
0,83,0,1.0,0,0,5166.0,0.0
1,64,0,1725.0,1,0,5166.0,0.0
0,54,0,0.002836,0,0,13750.0,0.0
0,62,0,0.521007,0,0,8972.0,2.0
1,61,2,613.0,0,2,5166.0,0.0
1,55,1,0.322101,1,0,6587.0,1.0
0,61,4,0.36545900000000003,0,0,12616.0,0.0
0,42,0,0.323737,0,0,5800.0,1.0
0,68,0,0.25400700000000004,0,0,4554.0,1.0
0,38,0,0.32350300000000004,0,0,14750.0,1.0
1,75,1,0.23387,0,1,6400.0,0.0
0,25,1,0.997503,0,0,800.0,1.0
1,32,0,0.533276,0,0,9300.0,1.0
0,24,1,0.06788,0,0,3240.0,0.0
1,31,1,0.252963,0,1,4217.0,2.0
0,50,0,0.466139,0,0,9228.0,2.0
1,35,2,0.614308,0,0,4500.0,2.0
0,58,0,0.28043,0,0,4000.0,1.0
0,63,0,0.427359,0,0,6125.0,0.0
0,89,0,0.002091,0,0,11000.0,0.0
0,49,0,0.14814000000000002,0,0,9166.0,0.0
0,61,0,0.217189,0,0,6666.0,0.0
1,71,0,0.41694,1,0,3352.0,0.0
0,55,0,0.578254,0,0,6299.0,1.0
0,52,1,0.127356,0,0,6100.0,2.0
0,59,0,0.23551599999999998,0,0,11667.0,2.0
0,37,0,0.703588,0,0,9000.0,2.0
0,59,0,6091.0,0,0,5166.0,0.0
0,39,0,0.17494200000000001,0,0,8196.0,2.0
1,47,0,0.443575,0,0,2684.0,2.0
0,39,0,0.38003600000000004,0,0,11590.0,2.0
1,48,3,0.005999,2,0,3333.0,2.0
1,51,0,0.262246,0,0,3000.0,0.0
0,52,0,0.779247,0,0,10966.0,2.0
0,40,0,0.664879,0,0,7083.0,1.0
1,44,1,1.000899,0,0,15572.0,3.0
1,41,0,0.5162180000000001,0,1,5826.0,3.0
0,43,0,1.724647,0,0,3046.0,1.0
0,52,1,0.613978,2,1,5250.0,1.0
1,90,3,23.0,0,0,5166.0,0.0
0,57,0,1820.0,0,0,5166.0,0.0
1,58,0,0.8644950000000001,0,0,2700.0,1.0
1,57,1,1.457268,0,0,10916.0,2.0
0,51,0,0.24347399999999997,0,0,10074.0,0.0
1,33,0,0.419944,0,0,7500.0,0.0
0,72,0,0.07557799999999999,0,0,1600.0,0.0
1,23,0,0.0,1,0,5166.0,0.0
0,53,0,0.28634699999999996,0,0,6100.0,3.0
0,64,0,0.016691,0,0,13000.0,0.0
1,47,0,0.8517610000000001,0,0,2441.0,3.0
0,47,0,0.324277,0,0,15310.0,1.0
0,61,0,0.102816,0,0,10688.0,1.0
0,68,0,0.220703,0,0,6433.0,0.0
1,46,1,1.015328,0,5,3000.0,1.0
0,28,0,0.214821,0,0,1200.0,0.0
0,43,0,0.5866210000000001,0,0,5500.0,1.0
0,38,0,113.0,0,0,5166.0,0.0
0,65,0,0.308569,0,0,8250.0,1.0
0,42,3,0.569549,0,0,3040.0,2.0
0,59,3,0.5827479999999999,0,0,10966.0,0.0
1,45,0,5257.0,1,0,5166.0,0.0
0,77,0,1802.0,0,0,5166.0,0.0
1,64,3,2474.0,0,0,5166.0,0.0
0,56,0,0.234639,0,0,6916.0,1.0
0,65,0,0.492971,0,0,7539.0,1.0
1,40,2,0.460508,1,1,5000.0,0.0
1,48,0,3552.0,11,0,0.0,0.0
0,63,0,1130.0,0,0,5166.0,0.0
0,33,0,474.0,0,0,1.0,3.0
0,66,0,1938.0,1,0,5166.0,0.0
0,58,0,0.389914,0,0,4282.0,1.0
0,32,0,0.192915,0,0,14000.0,2.0
0,89,0,5.0,0,0,5166.0,0.0
0,44,0,2657.0,0,0,5166.0,0.0
0,32,1,0.33365,0,0,8415.0,0.0
0,55,0,0.37325,0,0,4500.0,0.0
0,53,1,0.0,0,0,5800.0,1.0
0,39,0,0.675547,0,0,5667.0,2.0
1,42,0,0.045106,0,0,2083.0,2.0
0,69,0,0.652744,0,0,4500.0,0.0
1,77,3,1.062878,0,0,2480.0,0.0
0,60,0,0.258209,0,0,8953.0,0.0
1,55,0,1.316683,0,0,1000.0,0.0
0,73,0,0.006044,0,0,2150.0,0.0
0,81,0,867.0,0,0,5166.0,0.0
1,51,0,1076.0,1,1,5166.0,0.0
0,54,0,0.5967279999999999,0,0,6600.0,2.0
1,43,0,0.47793199999999997,1,0,4100.0,3.0
0,48,1,0.14774500000000002,0,0,4500.0,0.0
0,65,0,0.018491,0,0,2000.0,0.0
1,38,1,0.690316,0,0,1930.0,2.0
0,51,0,4116.0,0,0,5166.0,0.0
1,53,0,18.0,2,0,5166.0,0.0
1,44,1,0.757846,0,1,4141.0,2.0
0,36,0,0.136254,0,0,7463.0,0.0
1,46,2,0.252369,2,0,3692.0,2.0
0,49,1,0.40574,1,0,4041.0,0.0
0,89,0,0.017049,0,0,1700.0,0.0
0,35,0,317.0,0,0,5166.0,0.0
0,47,0,0.625179,0,0,6298.0,1.0
1,30,0,0.032787000000000004,1,0,1280.0,1.0
1,50,0,0.36390900000000004,0,0,12983.0,1.0
0,40,0,1.158895,0,0,3366.0,0.0
0,34,0,3210.0,0,0,0.0,2.0
0,37,1,0.594705,0,0,5400.0,3.0
0,64,1,593.0,0,0,5166.0,0.0
0,58,0,0.32617199999999996,0,0,12333.0,1.0
0,37,0,0.31661100000000003,0,1,2112.0,2.0
1,53,0,1.0688739999999999,0,0,4500.0,2.0
0,72,0,0.140855,0,0,12700.0,1.0
1,45,4,0.45719899999999997,2,2,6132.0,4.0
0,61,0,0.26398299999999997,0,0,10583.0,0.0
0,51,0,0.07120900000000001,0,0,14000.0,2.0
1,53,3,0.247164,2,0,4583.0,0.0
0,38,1,0.791301,0,0,2850.0,1.0
0,67,0,1.1204969999999999,0,0,7800.0,0.0
0,96,0,9.0,0,0,5166.0,0.0
1,65,4,0.5656140000000001,1,1,12161.0,1.0
0,46,0,0.508099,0,0,2839.0,2.0
0,64,0,0.431647,0,0,9150.0,0.0
0,50,0,0.119729,0,0,30000.0,2.0
1,57,3,0.530503,0,0,4687.0,0.0
0,56,0,7283.0,0,0,5166.0,0.0
0,31,0,0.12719,0,0,4166.0,0.0
0,47,0,0.193091,1,0,15225.0,4.0
0,63,0,0.288514,0,0,3316.0,1.0
1,47,0,0.318344,0,0,13208.0,0.0
1,39,1,0.012963999999999998,0,0,31240.0,0.0
1,33,2,3956.0,1,2,5166.0,0.0
0,40,0,0.564385,0,0,5800.0,1.0
0,68,0,0.405319,1,0,5000.0,0.0
1,26,2,0.201766,0,0,3850.0,0.0
1,50,0,0.45817700000000006,0,0,800.0,0.0
0,59,0,0.473969,0,0,2400.0,0.0
0,51,0,0.11218399999999999,0,0,4866.0,0.0
0,35,0,0.556814,0,0,3000.0,1.0
0,51,0,3265.0,0,0,5166.0,0.0
1,43,1,0.55867,0,0,10916.0,4.0
0,64,0,0.011622,0,0,5506.0,0.0
0,40,0,0.08605,0,0,1870.0,2.0
0,65,0,1277.5,0,0,1.0,1.0
1,55,1,0.565208,0,0,4500.0,0.0
1,57,4,0.32802800000000004,0,1,7916.0,0.0
0,42,0,0.0,0,0,5000.0,1.0
0,29,0,723.0,0,0,5166.0,0.0
0,58,0,0.065742,0,0,33950.0,2.0
0,32,1,0.5655819999999999,0,0,3102.0,2.0
0,78,0,0.5639810000000001,0,0,2953.0,0.0
0,56,0,0.452183,0,0,3000.0,0.0
1,65,0,2165.0,0,0,5166.0,0.0
0,48,0,0.748363,0,0,9163.0,1.0
0,55,0,3646.0,0,0,5166.0,3.0
1,32,1,29.0,1,0,5166.0,0.0
0,48,0,0.813168,0,0,2900.0,1.0
0,79,0,0.083797,0,0,2875.0,0.0
0,43,0,0.136877,0,0,3893.0,3.0
0,24,0,0.002471,0,0,5260.0,0.0
0,52,2,0.24766,0,0,8333.0,0.0
0,49,0,0.47256499999999996,0,1,9166.0,0.0
0,42,2,0.402513,0,1,8595.0,2.0
0,74,0,14.0,0,0,5166.0,0.0
0,41,1,0.216015,0,0,14660.0,2.0
1,30,1,0.21220999999999998,0,0,6125.0,0.0
1,45,0,0.408893,0,0,9400.0,1.0
1,59,3,0.601699,1,1,2000.0,0.0
0,74,0,2.157579,0,0,3337.0,0.0
0,37,1,0.04807,1,0,2641.0,0.0
1,55,2,1388.0,0,0,5166.0,0.0
0,63,0,0.33958,0,0,10618.0,0.0
1,62,0,1.612903,1,0,2200.0,0.0
1,42,3,0.5644779999999999,2,0,8816.0,0.0
0,71,0,1907.0,0,0,5166.0,0.0
0,66,0,0.9314530000000001,0,0,6666.0,0.0
0,91,0,0.010053,0,0,2088.0,0.0
1,32,0,0.192859,0,0,3276.0,1.0
0,46,0,0.266943,0,0,5783.0,0.0
0,52,0,1336.0,0,0,0.0,1.0
0,49,0,46.0,0,0,5166.0,0.0
0,67,0,1.217976,0,0,4683.0,0.0
0,59,2,0.225255,0,0,6667.0,0.0
0,57,0,0.545291,0,0,6667.0,0.0
1,34,3,0.634549,3,2,2905.0,2.0
0,37,0,0.123677,0,0,4155.0,3.0
1,37,2,0.31103400000000003,0,4,2600.0,0.0
0,48,0,0.311053,0,0,10666.0,2.0
1,63,3,0.861207,1,0,2600.0,0.0
0,36,2,0.640908,0,0,3700.0,2.0
0,60,0,3636.0,0,0,5166.0,0.0
0,50,0,1753.0,0,0,5166.0,0.0
0,39,0,0.46301499999999995,0,0,2500.0,2.0
0,85,0,62.0,0,0,0.0,0.0
0,31,0,0.0033369999999999997,0,0,2097.0,0.0
1,38,0,0.672075,0,2,1170.0,2.0
0,29,0,0.035639,1,0,2833.0,0.0
0,51,1,0.477732,0,0,6825.0,1.0
0,58,0,0.44428199999999995,0,0,4100.0,0.0
1,56,0,0.39160700000000004,0,0,13058.0,2.0
0,89,0,0.008319,0,0,600.0,0.0
0,52,0,0.106973,0,0,4000.0,3.0
1,42,0,0.363212,0,0,3000.0,1.0
0,55,0,0.12038800000000001,0,0,33333.0,2.0
1,64,2,0.666243,0,1,5500.0,0.0
0,47,0,0.672473,0,0,4075.0,1.0
1,58,0,0.220229,0,0,3400.0,0.0
1,46,1,0.193438,1,0,2620.0,3.0
0,31,0,0.325761,0,0,2200.0,0.0
0,27,0,0.014331,0,1,6000.0,1.0
1,28,2,0.126919,0,0,4167.0,1.0
0,26,0,0.003518,0,0,2557.0,0.0
0,63,0,0.0,0,0,5166.0,0.0
1,53,2,2895.0,0,0,5166.0,0.0
0,92,0,47.0,0,0,5166.0,0.0
0,38,0,2905.0,0,0,5166.0,0.0
0,63,0,974.0,0,0,5166.0,0.0
0,60,1,0.8484370000000001,0,0,3166.0,0.0
0,49,0,5025.0,0,0,5166.0,4.0
1,27,98,0.018491,98,98,2000.0,3.0
0,40,0,0.226477,0,0,4856.0,2.0
0,84,0,0.380681,0,0,6666.0,0.0
0,60,1,0.7853720000000001,0,0,7300.0,0.0
1,45,0,27.0,0,0,5166.0,0.0
1,37,0,0.374175,0,0,2725.0,1.0
1,40,0,0.558905,1,0,4676.0,2.0
0,49,1,0.091532,0,0,2916.0,0.0
0,37,0,0.184816,0,0,3608.0,2.0
1,29,0,0.0,0,0,3200.0,0.0
0,24,0,0.027808999999999997,0,0,898.0,0.0
0,50,1,2410.0,0,0,5166.0,0.0
1,43,3,0.44414499999999996,1,0,5200.0,1.0
1,54,1,1.462021,1,0,3185.0,0.0
1,53,0,2620.0,0,0,5166.0,0.0
0,32,0,1196.0,0,0,5166.0,0.0
0,95,0,0.011124,0,0,8000.0,1.0
0,57,0,0.10948900000000002,0,0,10000.0,2.0
1,33,2,0.42473599999999995,0,1,3500.0,0.0
1,44,0,0.292757,0,0,8600.0,1.0
0,57,0,0.006285,0,0,10500.0,0.0
1,60,0,0.386272,0,0,5200.0,2.0
0,59,0,0.04911,0,0,9773.0,3.0
0,31,0,0.658356,0,0,2967.0,1.0
0,53,1,0.05559,0,0,1600.0,0.0
1,31,1,0.115067,0,0,3145.0,0.0
1,46,3,0.021772,3,1,3352.0,2.0
1,26,2,0.043304,0,1,1500.0,0.0
0,53,0,0.43776000000000004,0,0,6000.0,0.0
1,73,0,1257.0,0,0,5166.0,0.0
0,42,1,0.002297,0,0,7400.0,3.0
0,58,0,0.157625,0,0,11723.0,0.0
0,46,0,1.0745120000000001,0,0,2200.0,1.0
0,57,1,0.504541,0,0,9249.0,0.0
0,46,0,2830.0,0,0,0.0,0.0
0,43,3,0.543637,0,1,4800.0,0.0
0,48,0,0.309958,0,0,7571.0,1.0
0,80,0,0.018796,0,0,5000.0,1.0
0,56,0,0.30890500000000004,0,0,3233.0,0.0
1,31,0,0.043297,1,0,1200.0,0.0
1,45,2,3374.0,2,2,5166.0,0.0
1,59,0,1.135491,0,0,3800.0,0.0
1,67,3,0.249462,0,0,6501.0,0.0
0,34,0,0.408197,0,0,3000.0,0.0
0,55,0,0.448755,0,0,4175.0,0.0
0,36,0,0.156527,0,0,3500.0,0.0
1,75,2,0.092059,0,0,7983.0,1.0
0,67,1,0.17103800000000002,0,0,3583.0,0.0
0,40,0,0.8330420000000001,0,0,4000.0,2.0
0,53,0,0.338019,0,0,5833.0,0.0
0,56,0,0.9306139999999999,0,0,5000.0,1.0
0,46,0,0.44415,0,0,5666.0,3.0
1,41,0,0.0,0,0,2100.0,0.0
0,76,0,0.5258619999999999,0,0,2203.0,0.0
0,53,0,0.8815129999999999,0,0,1400.0,0.0
1,44,0,1.093109,3,0,1900.0,0.0
0,29,0,0.008565000000000001,0,0,1400.0,0.0
1,25,1,0.008604,2,0,1510.0,2.0
1,40,0,0.48783699999999997,0,0,6001.0,2.0
0,47,0,0.25162399999999996,0,0,9700.0,0.0
1,32,0,0.077176,1,1,3044.0,2.0
0,40,0,0.28634299999999996,0,0,5000.0,2.0
1,53,0,0.714141,0,0,10833.0,0.0
0,75,0,0.001999,0,0,1500.0,0.0
0,44,1,503.0,0,0,1.0,2.0
0,73,0,0.053209000000000006,0,0,3100.0,0.0
0,74,1,0.273446,0,0,12400.0,1.0
1,29,0,0.47079,0,0,3200.0,0.0
0,33,0,0.20726799999999998,0,0,5475.0,0.0
1,28,1,0.28462600000000005,0,0,2100.0,0.0
0,76,0,0.016358,0,0,2750.0,0.0
1,47,1,0.668048,0,0,9166.0,0.0
1,62,0,0.740221,1,0,5700.0,0.0
0,54,1,0.092464,0,0,29167.0,3.0
0,48,0,1.03874,0,0,4000.0,0.0
1,52,2,0.465264,0,0,3943.0,5.0
1,80,0,1.0,0,2,2500.0,0.0
0,53,0,0.11695699999999999,0,0,14500.0,4.0
0,24,1,0.5856100000000001,0,5,1500.0,0.0
0,51,0,0.227785,0,0,3195.0,1.0
0,77,0,0.143571,0,0,5000.0,0.0
0,29,0,0.235004,0,0,2233.0,0.0
1,52,0,1966.0,0,0,0.0,0.0
1,54,1,0.30861500000000003,0,0,6000.0,2.0
1,37,4,0.6298520000000001,0,1,5667.0,1.0
0,64,0,0.739217,0,0,3500.0,2.0
0,68,0,0.407531,0,0,3000.0,0.0
1,48,2,2316.0,1,0,5166.0,2.0
1,42,3,0.21234699999999998,0,0,6300.0,3.0
1,46,3,0.354446,2,0,7467.0,0.0
0,77,0,0.556551,0,0,4800.0,0.0
0,70,0,2.776353,0,0,701.0,0.0
0,56,0,0.159977,1,0,7000.0,2.0
0,52,0,132.0,0,0,5166.0,0.0
0,62,0,0.0,0,0,5166.0,0.0
0,40,0,0.27983600000000003,0,0,20000.0,3.0
0,51,0,0.48706099999999997,0,0,3245.0,2.0
0,62,1,0.076383,0,0,6833.0,0.0
0,54,0,0.39478,0,0,6666.0,2.0
0,54,0,0.283292,0,0,9258.0,2.0
0,39,0,398.0,0,0,5166.0,0.0
1,45,0,3199.0,0,0,5166.0,1.0
0,52,0,0.29894299999999996,0,0,9081.0,3.0
1,46,1,0.215148,1,1,8700.0,0.0
1,28,5,0.285211,0,2,4259.0,2.0
0,51,0,0.11336500000000001,0,0,17500.0,2.0
0,40,5,0.44910500000000003,5,1,6650.0,2.0
0,60,0,0.0,0,0,8200.0,0.0
0,75,0,0.016702,0,0,4250.0,1.0
1,51,1,0.11601800000000001,0,0,7041.0,1.0
0,47,0,0.09259099999999999,0,0,10000.0,0.0
1,29,0,0.22825700000000002,0,1,3000.0,0.0
0,80,0,0.112755,0,0,2500.0,0.0
0,64,0,0.22343600000000002,0,0,9335.0,0.0
0,60,0,0.271296,0,0,6350.0,1.0
0,53,0,0.148099,0,0,18750.0,1.0
0,73,0,15.0,0,0,5166.0,0.0
1,47,4,5245.0,0,0,5166.0,2.0
0,43,0,7.124167,0,0,1650.0,1.0
1,28,0,54.0,2,0,5166.0,0.0
1,43,1,0.064885,4,0,6472.0,4.0
0,58,0,54.0,1,0,5166.0,0.0
0,27,0,0.328978,0,0,1300.0,0.0
1,36,0,0.44298000000000004,1,1,2200.0,2.0
0,90,0,30.0,0,0,5166.0,0.0
0,27,0,0.105298,0,0,3000.0,0.0
0,63,1,0.57613,0,0,4800.0,0.0
0,59,0,161.0,0,0,5166.0,0.0
0,45,0,0.136022,0,0,2925.0,0.0
1,51,0,0.214417,0,0,3800.0,3.0
0,49,0,0.38122399999999995,0,0,6667.0,1.0
0,61,0,0.12141099999999999,0,0,7000.0,0.0
1,79,2,0.494929,0,0,7000.0,0.0
0,89,0,0.0010869999999999999,0,0,3680.0,0.0
0,55,0,0.316818,0,0,4500.0,0.0
1,62,4,1.247322,0,0,4200.0,0.0
0,63,0,601.0,0,0,5166.0,0.0
0,80,0,2.659134,0,0,1592.0,1.0
0,38,0,0.069121,0,0,16000.0,0.0
1,33,0,0.376416,2,0,1500.0,2.0
0,69,0,0.073403,0,0,4304.0,0.0
0,86,0,0.41343500000000005,0,0,5001.0,0.0
0,32,0,0.385834,0,0,6818.0,3.0
0,90,0,26.0,0,0,5166.0,0.0
0,53,0,0.126594,0,0,20000.0,0.0
0,41,0,66.0,0,0,5166.0,0.0
0,62,0,0.37735799999999997,0,0,15846.0,0.0
0,47,0,0.475972,0,0,17000.0,3.0
0,79,0,0.0631,0,0,7400.0,1.0
0,60,0,1252.0,0,0,5166.0,0.0
